Instance,Income
119233,16235
119234,23404
119235,7653
119236,19635
119237,45067
119238,24608
119239,1539
119240,4166
119241,32425
119242,4343
119243,12413
119244,7925
119245,22828
119246,58887
119247,43244
119248,18932
119249,15550
119250,16199
119251,977
119252,28825
119253,13051
119254,57015
119255,23372
119256,7372
119257,75161
119258,20610
119259,39837
119260,22481
119261,26318
119262,1522
119263,17561
119264,24997
119265,59474
119266,23563
119267,16823
119268,15761
119269,-395
119270,25707
119271,4259
119272,31396
119273,10444
119274,13509
119275,39576
119276,22894
119277,25765
119278,24748
119279,-150
119280,39339
119281,42910
119282,36720
119283,27075
119284,5790
119285,1174
119286,10011
119287,4397
119288,44865
119289,9944
119290,36297
119291,14880
119292,21055
119293,21942
119294,48276
119295,13571
119296,7464
119297,43173
119298,48874
119299,11319
119300,42624
119301,32525
119302,35964
119303,33658
119304,30499
119305,1451
119306,14107
119307,16793
119308,10961
119309,49662
119310,58752
119311,24112
119312,39600
119313,12583
119314,13194
119315,-588
119316,16250
119317,40951
119318,35885
119319,34098
119320,35189
119321,8180
119322,5988
119323,23660
119324,28549
119325,2431
119326,13265
119327,40143
119328,27110
119329,89299
119330,17144
119331,27259
119332,98562
119333,14624
119334,28409
119335,23973
119336,9069
119337,83725
119338,22946
119339,10846
119340,111936
119341,6313
119342,34106
119343,27439
119344,45628
119345,7398
119346,26618
119347,3526
119348,50374
119349,26642
119350,18924
119351,26446
119352,20788
119353,35355
119354,57841
119355,25265
119356,26771
119357,9980
119358,34817
119359,12656
119360,36060
119361,30053
119362,22921
119363,14913
119364,15844
119365,28627
119366,9614
119367,21850
119368,5842
119369,34983
119370,11123
119371,14781
119372,3226
119373,19885
119374,75448
119375,5498
119376,4271
119377,6269
119378,14088
119379,33493
119380,16826
119381,61207
119382,4077
119383,19858
119384,32991
119385,50861
119386,2540
119387,15397
119388,23861
119389,171847
119390,77262
119391,11052
119392,22903
119393,35242
119394,9069
119395,60900
119396,89131
119397,9955
119398,7747
119399,12513
119400,25331
119401,7810
119402,34955
119403,11835
119404,3592
119405,32756
119406,15476
119407,22059
119408,55658
119409,7999
119410,29471
119411,9059
119412,15584
119413,12792
119414,13601
119415,46647
119416,37856
119417,38359
119418,48782
119419,27845
119420,15341
119421,766
119422,29687
119423,34273
119424,25931
119425,24648
119426,8323
119427,12846
119428,11024
119429,17186
119430,-78
119431,42922
119432,58493
119433,28406
119434,14658
119435,42263
119436,46573
119437,6693
119438,31645
119439,26033
119440,11054
119441,18365
119442,12846
119443,39064
119444,24897
119445,23666
119446,36050
119447,28768
119448,27146
119449,38379
119450,33728
119451,36841
119452,15398
119453,20236
119454,39521
119455,23816
119456,6977
119457,15389
119458,5571
119459,28403
119460,14076
119461,28821
119462,26427
119463,11528
119464,23097
119465,17996
119466,8351
119467,21338
119468,24062
119469,15253
119470,20561
119471,11776
119472,10374
119473,39274
119474,40798
119475,22184
119476,26588
119477,25115
119478,19906
119479,41348
119480,52131
119481,30455
119482,37739
119483,33776
119484,16279
119485,7055
119486,5249
119487,3926
119488,25819
119489,20713
119490,90606
119491,25869
119492,11285
119493,25347
119494,48265
119495,32627
119496,29405
119497,40890
119498,25144
119499,11475
119500,12082
119501,10894
119502,23901
119503,7596
119504,5190
119505,52755
119506,18494
119507,57391
119508,7365
119509,47821
119510,47143
119511,20607
119512,37319
119513,25559
119514,794
119515,48040
119516,17205
119517,31761
119518,20069
119519,34514
119520,75012
119521,16016
119522,68479
119523,26111
119524,44154
119525,17928
119526,8420
119527,22287
119528,18368
119529,30207
119530,4555
119531,35444
119532,74322
119533,25120
119534,21101
119535,31945
119536,8483
119537,17643
119538,6184
119539,30584
119540,48549
119541,42540
119542,-712
119543,1995
119544,4882
119545,8240
119546,30204
119547,11884
119548,6663
119549,18070
119550,11223
119551,20172
119552,20205
119553,35255
119554,20442
119555,8049
119556,6122
119557,54628
119558,30950
119559,50958
119560,30579
119561,86426
119562,18975
119563,320
119564,8815
119565,24042
119566,1699
119567,58130
119568,5436
119569,9054
119570,6127
119571,32768
119572,22509
119573,23740
119574,19949
119575,49442
119576,64747
119577,18372
119578,3787
119579,13748
119580,15102
119581,14903
119582,22332
119583,28791
119584,19189
119585,19532
119586,53967
119587,38961
119588,23645
119589,14084
119590,104857
119591,1921
119592,8100
119593,52151
119594,45824
119595,14592
119596,28070
119597,26902
119598,12069
119599,64673
119600,24497
119601,11559
119602,43224
119603,8740
119604,32606
119605,6896
119606,15824
119607,7409
119608,7959
119609,31065
119610,17206
119611,58737
119612,31659
119613,2660
119614,33531
119615,1189
119616,52178
119617,30798
119618,25145
119619,8500
119620,3329
119621,32756
119622,37202
119623,41121
119624,51169
119625,35765
119626,40473
119627,24378
119628,76130
119629,16805
119630,18344
119631,92729
119632,10541
119633,93807
119634,30208
119635,21414
119636,18503
119637,-2729
119638,17154
119639,21855
119640,23441
119641,43494
119642,33933
119643,32635
119644,10271
119645,33669
119646,32142
119647,31146
119648,27197
119649,7617
119650,28064
119651,14302
119652,37445
119653,5259
119654,6497
119655,13003
119656,5989
119657,1696
119658,6331
119659,52969
119660,8419
119661,34507
119662,9643
119663,22122
119664,24537
119665,6970
119666,47490
119667,11563
119668,1852
119669,25089
119670,2717
119671,30309
119672,19583
119673,25416
119674,39515
119675,5465
119676,5642
119677,6300
119678,12288
119679,17247
119680,32089
119681,5492
119682,29275
119683,30379
119684,131923
119685,4937
119686,34385
119687,5858
119688,21803
119689,17796
119690,2711
119691,20319
119692,25707
119693,52474
119694,29094
119695,41291
119696,63509
119697,58708
119698,21349
119699,26131
119700,13150
119701,14035
119702,22825
119703,1913
119704,57357
119705,7375
119706,8853
119707,2568
119708,6590
119709,59794
119710,23792
119711,5593
119712,13113
119713,31053
119714,39505
119715,40812
119716,33496
119717,17204
119718,7765
119719,21068
119720,43902
119721,14340
119722,28449
119723,24847
119724,19701
119725,4816
119726,28235
119727,56134
119728,29730
119729,30705
119730,37499
119731,29386
119732,35896
119733,13468
119734,29783
119735,18494
119736,4790
119737,132327
119738,21672
119739,-353
119740,11591
119741,21088
119742,29008
119743,12640
119744,50909
119745,73833
119746,30668
119747,16159
119748,47094
119749,27333
119750,3018
119751,13678
119752,10936
119753,26291
119754,7752
119755,12547
119756,19836
119757,9437
119758,29721
119759,15447
119760,4601
119761,31943
119762,28019
119763,48349
119764,22604
119765,22858
119766,22579
119767,59170
119768,16095
119769,7525
119770,23973
119771,42129
119772,36854
119773,56325
119774,11727
119775,6209
119776,6116
119777,27682
119778,36019
119779,15205
119780,50343
119781,5389
119782,12474
119783,27811
119784,39169
119785,30002
119786,11961
119787,21168
119788,43582
119789,24374
119790,7698
119791,42936
119792,3381
119793,15447
119794,47477
119795,16806
119796,37926
119797,33218
119798,57866
119799,3804
119800,23622
119801,21067
119802,33798
119803,28621
119804,40249
119805,3719
119806,893
119807,4169
119808,16484
119809,31538
119810,16861
119811,15406
119812,25381
119813,12690
119814,7843
119815,21913
119816,7464
119817,37172
119818,38435
119819,9249
119820,20170
119821,23764
119822,25274
119823,6037
119824,34684
119825,60763
119826,16187
119827,5609
119828,8732
119829,19635
119830,4349
119831,3635
119832,8240
119833,33310
119834,23352
119835,20043
119836,58273
119837,36520
119838,27051
119839,34911
119840,39995
119841,19776
119842,34657
119843,37115
119844,15087
119845,8702
119846,44162
119847,24585
119848,24973
119849,24923
119850,8243
119851,9013
119852,9402
119853,26945
119854,19555
119855,27720
119856,19724
119857,12928
119858,16243
119859,14527
119860,34416
119861,6414
119862,29960
119863,16453
119864,34504
119865,57803
119866,27545
119867,50571
119868,78955
119869,16803
119870,10238
119871,6686
119872,30804
119873,22620
119874,24564
119875,23702
119876,18449
119877,28531
119878,10104
119879,33647
119880,22034
119881,43278
119882,18706
119883,5431
119884,13574
119885,8649
119886,19882
119887,23847
119888,22400
119889,24273
119890,44697
119891,20830
119892,23255
119893,29008
119894,30539
119895,-356
119896,17736
119897,9914
119898,2040
119899,48309
119900,18033
119901,6004
119902,31861
119903,55276
119904,54884
119905,29653
119906,40585
119907,4260
119908,23600
119909,45663
119910,55900
119911,10222
119912,37899
119913,21013
119914,17335
119915,-204
119916,39133
119917,34655
119918,10041
119919,56704
119920,33462
119921,33921
119922,54642
119923,31826
119924,56021
119925,9644
119926,14524
119927,30198
119928,12343
119929,8503
119930,12702
119931,22004
119932,33567
119933,17224
119934,37449
119935,27355
119936,8397
119937,43302
119938,15684
119939,20685
119940,17075
119941,50287
119942,20472
119943,29005
119944,7518
119945,50209
119946,33200
119947,18515
119948,19970
119949,5866
119950,32638
119951,11441
119952,52781
119953,23937
119954,12245
119955,5871
119956,29153
119957,16217
119958,6724
119959,22054
119960,21808
119961,21389
119962,11863
119963,18290
119964,20631
119965,30446
119966,5337
119967,20846
119968,54679
119969,23731
119970,11580
119971,6926
119972,17908
119973,25266
119974,4399
119975,7644
119976,71700
119977,36598
119978,38264
119979,26981
119980,5557
119981,24767
119982,45812
119983,10254
119984,81534
119985,25420
119986,44678
119987,30256
119988,22266
119989,24932
119990,23343
119991,24136
119992,34789
119993,27433
119994,19164
119995,23438
119996,17390
119997,12096
119998,27102
119999,15734
120000,3098
120001,7096
120002,7338
120003,15665
120004,45072
120005,8076
120006,46765
120007,14340
120008,10439
120009,41763
120010,19718
120011,9055
120012,3016
120013,28197
120014,-2829
120015,7479
120016,17758
120017,5593
120018,27270
120019,26187
120020,88236
120021,61704
120022,2955
120023,33104
120024,42189
120025,39433
120026,35318
120027,13589
120028,32367
120029,29843
120030,40589
120031,5232
120032,12513
120033,12037
120034,23983
120035,120914
120036,10738
120037,10041
120038,10198
120039,18530
120040,21836
120041,12935
120042,36554
120043,32315
120044,21144
120045,43114
120046,22882
120047,40788
120048,13862
120049,59837
120050,35851
120051,20728
120052,11368
120053,4396
120054,73718
120055,77130
120056,6421
120057,3978
120058,12060
120059,4504
120060,45003
120061,49847
120062,27236
120063,11733
120064,4917
120065,9780
120066,30863
120067,36992
120068,35003
120069,4734
120070,-41
120071,35888
120072,18190
120073,57846
120074,26929
120075,6459
120076,23062
120077,11217
120078,30951
120079,35519
120080,21680
120081,89874
120082,28951
120083,2469
120084,63893
120085,92718
120086,6129
120087,5219
120088,41043
120089,-1447
120090,5624
120091,15554
120092,9112
120093,4176
120094,17502
120095,7560
120096,44422
120097,21784
120098,7533
120099,27729
120100,17948
120101,16773
120102,51487
120103,52003
120104,32404
120105,10609
120106,30379
120107,54105
120108,18103
120109,4246
120110,5019
120111,22982
120112,7598
120113,33580
120114,105100
120115,15858
120116,3286
120117,29464
120118,21989
120119,31098
120120,3624
120121,37849
120122,7352
120123,31228
120124,34764
120125,24985
120126,46044
120127,27352
120128,207365
120129,48138
120130,38804
120131,21952
120132,3044
120133,7921
120134,10629
120135,21332
120136,9191
120137,45199
120138,16676
120139,47270
120140,11256
120141,19929
120142,1484
120143,72561
120144,14188
120145,5782
120146,26784
120147,8379
120148,7883
120149,2643
120150,27847
120151,50471
120152,39995
120153,10041
120154,25465
120155,60931
120156,17009
120157,169509
120158,27568
120159,2878
120160,21460
120161,33655
120162,23056
